pack_id,age_days,cycle_count,avg_ambient,max_pack_temp,avg_C_rate,avg_SOC,hours_above_40,cumulative_Wh,SoH
375,1748,2641,32.52,43.82,0.317,58.79,0.0,7246125.1,35.0
376,1980,1019,30.99,38.77,0.05,68.88,0.0,2161600.4,73.602
377,322,1043,31.82,40.32,0.647,37.35,0.0,3835868.9,61.637
378,343,2973,28.32,32.46,0.633,69.07,75.99,9969768.9,35.0
379,791,900,29.86,35.86,0.05,55.8,0.0,4410262.7,54.242
380,1593,1679,33.61,37.99,0.644,31.55,10.45,8053039.4,35.0
381,699,2130,20.91,23.92,1.226,95.08,89.47,7444613.4,35.0
382,1915,2575,17.87,26.38,0.585,45.09,55.24,8178528.0,35.0
383,1940,1733,30.05,37.59,1.439,47.39,275.16,7676859.7,35.0
384,1052,2879,34.76,36.33,1.642,58.86,58.57,11021641.5,35.0
385,1625,2307,28.3,44.0,1.989,65.84,55.12,7606123.4,35.0
386,775,2520,35.87,41.72,0.777,36.54,106.34,10370752.2,35.0
387,1433,1796,31.42,35.65,0.663,78.9,58.15,4805635.2,56.77
388,860,1466,42.38,55.83,0.05,90.58,124.91,4445075.5,46.783
389,107,2407,22.15,32.59,0.05,60.99,141.04,8452899.9,35.0
390,607,2921,37.86,49.36,1.449,78.19,71.24,12518951.9,35.0
391,1781,1364,28.31,37.27,1.664,64.25,130.28,3029629.8,62.007
392,1264,1235,37.93,48.48,0.086,67.91,181.85,5357519.7,48.507
393,149,1017,33.06,35.49,0.425,84.36,78.54,3371303.1,69.288
394,38,1528,33.94,39.03,0.824,59.38,0.0,3968017.6,62.14
395,817,1016,20.76,28.31,1.737,61.64,154.56,2518882.8,76.871
396,1028,1884,27.99,39.44,0.311,68.19,78.16,8770940.6,35.0
397,311,609,39.63,51.83,0.343,75.23,0.0,1330930.5,86.872
398,548,2423,28.48,35.64,1.046,75.46,0.0,5222571.4,38.976
399,496,1198,38.29,52.99,1.23,43.57,89.25,3126119.6,62.265
400,1018,517,29.57,35.13,0.05,71.11,64.88,2087828.2,80.74
401,699,673,30.47,38.22,0.985,99.0,0.0,1944138.3,82.161
402,1574,2641,38.08,53.29,1.069,58.22,249.42,6636860.6,35.0
403,208,594,35.81,53.48,0.05,91.25,55.61,1257339.1,75.695
404,1582,1650,29.77,40.35,0.341,54.57,12.92,5428631.5,53.026
405,860,1743,37.15,42.34,1.009,60.22,76.26,5781714.6,35.0
406,392,2287,42.13,50.32,0.244,87.08,100.46,10075162.3,35.0
407,356,1932,28.97,31.81,0.642,89.05,68.99,9439091.8,35.0
408,228,2282,26.12,33.02,0.05,90.62,18.56,11238594.7,35.0
409,1919,2397,35.12,46.0,1.174,71.26,31.37,5442175.0,50.473
410,1726,2635,32.41,38.7,0.989,61.96,0.0,11209122.5,35.0
411,977,821,32.93,43.03,1.14,30.21,0.0,1859705.1,70.595
412,868,2380,30.48,35.95,1.137,67.46,14.14,11623400.1,35.0
413,954,2387,45.76,59.16,1.231,63.46,0.0,5382504.2,41.409
414,854,717,29.01,32.76,0.064,64.09,0.0,2935709.1,65.42
415,48,118,28.93,39.32,0.715,59.99,87.64,383009.6,98.198
416,568,659,24.84,35.91,1.067,73.2,72.47,2562690.4,75.363
417,1875,1724,29.4,42.94,0.937,76.38,72.57,5660653.0,46.243
418,1606,2530,27.75,36.04,0.532,56.22,173.56,9196420.5,35.0
419,1612,2810,19.75,30.28,2.48,58.4,0.0,8067307.0,35.0
420,1971,167,26.21,33.5,1.255,60.91,10.26,638672.6,99.121
421,1286,2131,19.28,25.5,1.256,70.45,97.23,6761411.2,35.0
422,777,2422,35.57,46.57,0.536,40.81,83.63,9755162.0,35.0
423,1122,1006,32.76,40.47,0.05,71.75,0.0,2626734.5,70.944
424,1175,2997,28.02,36.19,1.869,56.13,11.85,12444841.0,35.0
425,1761,1417,28.97,30.33,0.167,80.11,46.01,3439589.3,67.771
426,1432,1593,35.9,38.4,0.301,67.86,42.09,4105068.8,57.8
427,1523,2129,28.53,41.12,0.361,63.87,64.67,9494606.3,35.0
428,1632,2603,29.62,36.77,0.603,60.4,118.34,10363541.1,35.0
429,1733,2607,42.86,50.15,0.335,90.76,72.54,11694854.8,35.0
430,1314,1617,21.7,29.35,0.978,98.31,56.88,4896380.4,48.922
431,1602,324,25.13,35.5,0.355,40.63,22.13,1505031.3,95.645
432,1737,2633,27.55,37.13,0.071,77.85,0.0,5810548.8,35.0
433,291,2843,39.99,49.25,1.138,65.32,0.0,8021652.7,35.0
434,863,1519,27.58,31.08,0.992,41.57,73.71,5416239.8,40.992
435,1262,646,25.47,33.69,0.211,57.56,29.03,2146694.1,78.169
436,47,1147,23.66,34.17,0.05,40.37,193.27,5664878.2,36.915
437,1685,1004,20.87,27.94,0.05,99.0,0.0,2551225.4,75.936
438,1891,2563,44.53,50.63,0.05,24.74,30.47,6368378.0,35.0
439,1991,558,31.94,38.67,0.139,76.98,51.0,1873939.9,83.101
440,1792,704,25.47,29.24,1.253,71.32,137.93,2784944.5,64.574
441,1305,2720,30.41,44.33,0.869,59.52,0.0,7996735.4,35.0
442,112,2473,18.18,25.96,0.776,51.91,240.71,6873443.2,35.0
443,193,2166,25.44,37.37,0.423,50.08,154.76,9853072.5,35.0
444,263,1215,25.18,29.2,0.173,53.88,0.0,2862942.6,69.393
445,1482,2100,25.99,35.17,0.988,60.43,109.55,5301359.3,48.066
446,891,1965,21.79,26.57,0.427,44.77,85.19,8229054.0,35.0
447,1764,2773,28.17,33.41,1.161,52.78,130.93,11908478.9,35.0
448,328,696,35.37,44.46,2.143,90.74,25.4,2008043.8,73.01
449,957,952,32.17,41.2,1.212,96.01,63.68,3385066.2,63.335
450,1784,2323,30.03,38.81,1.017,40.58,0.0,6862034.0,35.0
451,1110,2404,28.99,37.77,0.065,56.69,96.98,8264519.6,35.0
452,1286,2206,29.89,35.12,0.696,66.66,37.91,7741157.1,35.0
453,369,2397,29.01,34.74,0.694,66.1,121.15,6629207.2,35.0
454,1578,1333,32.25,43.72,1.228,75.6,42.13,6295875.9,35.046
455,484,661,31.09,40.75,0.306,63.65,42.48,1815528.5,78.042
456,815,1632,38.5,41.63,0.305,17.98,11.53,7127204.9,35.0
457,1126,2958,30.47,36.98,1.416,64.64,0.0,10213816.5,35.0
458,1314,357,30.37,35.31,0.089,74.94,0.0,1305576.0,91.786
459,1984,1581,33.39,42.07,0.333,98.31,21.87,6985956.0,35.0
460,86,2251,30.18,40.41,1.135,53.43,93.77,9224175.8,35.0
461,543,384,25.76,30.83,0.413,78.19,0.0,1556575.1,91.124
462,1501,1036,28.17,35.32,0.214,83.31,0.0,3802097.4,61.251
463,1389,146,38.3,47.1,0.195,70.5,38.31,672251.8,87.225
464,1281,2359,38.52,39.16,0.857,99.0,40.7,10765223.9,35.0
465,1217,2410,24.97,30.23,0.464,71.5,157.06,5330804.7,54.506
466,1019,2870,33.2,35.82,0.665,70.47,0.0,11645317.5,35.0
467,1010,2455,33.64,41.94,0.352,45.72,9.13,5219819.3,50.656
468,1796,902,37.23,45.54,0.05,99.0,47.68,4230218.3,47.232
469,1994,688,42.73,54.74,1.293,75.37,0.0,2593538.6,70.167
470,437,1362,17.75,27.03,0.315,29.19,93.25,6799011.7,35.864
471,429,420,35.33,47.81,0.594,65.62,74.05,1845529.8,79.483
472,905,1878,37.26,47.17,1.831,58.04,179.84,6859385.6,35.0
473,1640,644,32.51,42.1,1.97,52.97,122.39,1484616.7,78.471
474,1754,1448,37.38,47.77,0.923,69.07,43.7,6421576.3,35.0
475,1088,2204,25.49,34.38,0.784,68.88,90.07,5617355.9,41.427
476,1184,203,32.89,33.55,0.326,82.66,0.0,857689.4,92.209
477,1863,1995,36.71,42.85,1.321,52.92,11.79,6575316.9,35.0
478,830,1560,22.37,26.04,1.037,98.19,81.5,7314614.3,35.0
479,1559,994,24.25,37.88,0.05,79.36,12.9,2447954.5,76.68
480,1089,642,29.22,38.87,0.535,36.67,0.0,1631338.9,80.073
481,1700,2345,26.04,40.75,0.687,57.02,137.69,8879654.7,35.0
482,761,2631,31.56,47.92,1.002,22.2,76.1,7290659.0,35.0
483,601,56,29.68,40.14,0.475,47.94,291.9,211490.8,98.373
484,1150,457,24.4,30.63,1.427,73.5,95.47,1424017.2,80.284
485,1614,2494,36.13,46.44,0.287,67.73,12.33,11556550.9,35.0
486,1812,1401,29.51,35.57,0.464,71.45,0.0,6894310.1,35.0
487,679,1607,23.11,31.47,0.05,46.51,0.0,5243215.3,49.538
488,445,2909,32.11,41.47,0.578,54.27,0.0,7872991.8,35.0
489,67,1961,34.42,36.2,0.446,44.55,191.72,8796047.5,35.0
490,1771,1925,27.17,29.87,1.967,70.63,87.99,4497373.1,47.187
491,1995,1598,33.67,35.15,1.758,68.28,152.48,5491934.8,39.881
492,208,2323,30.4,36.54,0.192,42.2,46.12,7415996.9,35.0
493,788,2281,37.62,43.49,0.947,64.0,0.0,5343901.8,53.686
494,1733,930,29.01,33.54,1.542,70.61,79.36,4233067.8,62.008
495,123,2186,25.83,29.81,1.237,68.07,0.0,8660755.9,35.0
496,255,315,33.17,42.68,1.945,80.26,16.17,1565227.3,80.864
497,1063,860,17.05,24.9,0.188,66.82,0.0,3482853.7,60.261
498,709,788,25.39,32.4,0.05,72.31,97.19,3916704.2,66.794
499,1755,2449,31.27,40.8,0.768,84.55,0.64,9128970.2,35.0
500,1657,530,44.56,49.29,0.979,51.5,192.85,1837874.2,77.746
501,1335,2382,26.9,37.93,1.034,68.88,46.65,11286417.9,35.0
502,1708,744,40.16,43.96,1.057,59.24,190.76,2458050.3,72.282
503,54,1222,21.76,27.85,0.05,69.33,9.98,3623825.7,60.554
504,1444,363,25.79,40.2,1.25,46.86,0.0,1077886.6,81.591
505,968,1670,25.51,33.87,1.373,79.56,37.23,7846999.3,35.0
506,969,625,29.17,37.47,1.424,43.63,31.11,2465960.6,68.162
507,160,2084,31.74,46.92,0.05,64.86,79.31,4411570.4,63.153
508,1392,2759,36.35,45.44,0.05,47.6,95.18,6562900.4,35.0
509,832,2652,25.09,37.07,0.393,52.61,78.67,8922144.5,35.0
510,235,1255,34.75,37.72,1.186,51.79,75.48,3568891.1,65.911
511,105,378,31.07,41.64,1.068,63.15,181.37,1886495.3,78.638
512,582,1386,36.27,45.72,0.261,21.11,11.83,6325122.7,37.626
513,856,1230,37.73,44.55,1.081,74.11,170.13,3723142.4,64.278
514,1632,305,31.44,38.27,1.254,80.64,21.23,1128740.2,93.92
515,859,1791,30.26,38.05,1.134,62.92,65.17,6872669.8,41.918
516,1428,2422,30.59,46.55,0.546,53.01,5.93,7338139.6,35.0
517,778,2250,33.55,37.12,0.775,66.21,117.69,6023056.4,35.0
518,1116,261,25.81,29.68,0.05,36.83,0.0,675994.8,90.877
519,413,1473,23.74,29.85,0.437,92.35,0.92,7065009.3,35.0
520,977,2769,29.65,34.59,0.902,60.75,0.0,7318567.5,35.0
521,541,1222,29.5,34.03,0.842,53.82,0.0,2744318.3,69.474
522,1116,960,45.12,56.67,1.583,79.31,198.23,2838427.7,67.324
523,924,1498,30.91,40.01,1.593,71.88,113.91,3838766.3,56.459
524,1129,2286,26.26,31.78,0.411,52.24,0.0,9576159.1,35.0
525,931,1336,31.76,40.82,0.354,62.82,78.88,4387537.0,52.588
526,1451,1526,34.76,40.8,0.05,69.83,108.03,6275059.7,42.472
527,1681,577,33.31,43.02,0.463,84.97,0.0,2335043.5,77.16
528,1362,2488,31.72,40.34,0.05,48.68,45.93,8148063.4,35.0
529,567,1214,23.65,32.95,0.604,62.19,26.66,3162547.7,70.542
530,659,419,25.31,36.91,1.288,64.14,28.35,1188338.7,85.382
531,590,850,31.51,42.53,0.062,46.09,0.0,2828445.3,71.628
532,1073,771,40.71,46.27,0.901,80.38,0.0,3115837.0,71.227
533,1208,491,39.64,52.46,1.021,47.19,134.78,1142637.0,100.0
534,1292,2999,41.03,47.67,1.192,60.73,107.2,10324730.3,35.0
535,1256,2671,27.91,40.82,0.29,70.64,55.44,11032567.7,35.0
536,1039,408,33.48,34.57,0.05,78.19,42.3,1967996.5,78.719
537,765,2259,32.71,38.92,0.544,65.45,93.41,10480245.0,35.0
538,1703,687,41.86,47.44,0.459,63.82,55.37,2997166.4,66.928
539,1302,503,15.86,31.38,0.712,75.45,0.0,1086506.6,87.623
540,1869,1617,34.55,39.95,0.528,60.58,152.71,4339111.9,60.865
541,1759,2942,25.13,26.67,0.36,28.74,0.0,12191414.1,35.0
542,156,1484,20.78,24.23,0.774,80.63,122.19,3106705.7,68.863
543,1624,258,28.79,44.94,0.05,60.78,146.94,677208.7,91.856
544,240,2736,20.42,30.81,1.2,74.15,0.0,10668531.9,35.0
545,525,354,30.57,33.82,0.908,40.67,0.0,945403.8,87.868
546,1993,1091,33.14,36.74,0.475,69.9,0.0,2325548.2,81.852
547,1383,1969,39.56,46.87,1.508,75.07,0.0,8227832.9,35.0
548,1718,1544,33.69,46.71,0.985,56.98,0.0,7160053.5,35.0
549,672,1847,37.44,48.58,0.223,55.77,42.41,8412947.4,35.0
550,638,1864,37.18,45.59,0.05,64.08,72.5,5074234.6,49.93
551,1124,1223,22.11,24.45,1.474,86.53,75.83,6042517.5,44.615
552,993,1697,40.39,50.53,0.568,52.97,70.54,6462043.6,39.029
553,1457,525,26.87,33.81,0.346,62.1,201.15,1613043.9,79.233
554,772,918,36.78,41.46,0.754,32.2,139.85,3179886.4,66.936
555,1831,2166,24.58,29.92,1.176,69.58,10.95,7019593.2,35.0
556,1505,2815,28.0,37.36,0.693,39.56,129.13,14031281.7,35.0
557,1804,1948,33.37,45.88,0.373,75.56,65.67,7486572.6,35.0
558,1721,535,32.34,41.44,0.503,79.89,0.0,2279156.6,68.96
559,78,2782,36.46,43.09,1.268,65.9,0.0,8124835.2,35.0
560,1600,1680,31.41,33.05,0.05,72.64,0.0,4870220.4,48.794
561,682,1459,40.05,49.45,0.548,48.19,9.16,5638220.4,38.39
562,1497,2791,27.6,31.42,0.544,17.76,40.34,7899673.9,35.0
563,1965,1448,34.92,47.93,0.768,83.25,0.0,4873520.6,40.253
564,987,2821,30.03,34.74,1.026,32.45,0.0,11957783.0,35.0
565,1681,1895,36.12,45.79,0.889,84.71,0.0,3814347.8,56.109
566,908,1990,30.44,38.57,0.171,79.43,0.0,4115244.3,56.932
567,648,1738,35.35,40.64,1.532,56.39,46.09,8555587.4,35.0
568,1504,2272,32.49,40.77,1.309,52.66,0.0,5703567.9,48.562
569,687,2793,37.83,41.93,0.36,39.15,212.43,13219150.3,35.0
570,508,1156,33.06,40.04,1.445,99.0,0.0,2654516.5,64.714
571,1604,1354,29.19,37.33,0.31,81.02,19.61,6426510.6,44.437
572,1528,2151,30.06,41.24,1.788,75.54,114.27,5197080.2,44.595
573,1807,820,21.46,28.15,0.75,55.81,168.54,3661801.3,68.677
574,796,811,24.38,32.43,0.808,40.39,6.84,2660002.9,75.029
575,680,1775,32.81,40.08,0.05,56.28,136.32,8181987.0,35.0
576,963,2871,30.01,32.8,1.776,63.5,53.73,10714620.8,35.0
577,1146,2207,32.97,38.47,0.05,64.04,0.0,5157447.1,44.175
578,1717,956,18.66,22.27,1.41,99.0,108.11,4098568.5,53.409
579,1299,762,28.87,45.33,1.636,33.67,0.0,2290829.4,71.238
580,104,2996,32.31,36.0,0.937,76.1,49.87,11728202.2,35.0
581,1094,168,31.97,42.25,1.648,81.87,55.7,771367.8,90.751
582,1080,481,27.13,31.39,0.087,35.28,31.2,2033527.2,76.896
583,827,1105,32.28,43.24,0.47,57.13,92.99,3336051.5,62.991
584,1426,1768,33.61,45.31,0.05,89.37,81.36,4616854.3,59.803
585,1074,1990,32.2,38.96,1.321,36.44,6.67,6151491.9,37.058
586,91,277,32.02,37.07,0.689,80.28,0.0,1205554.6,87.841
587,1204,478,49.45,61.67,0.995,49.23,42.24,1990744.6,86.821
588,427,696,22.47,32.41,0.055,38.23,69.13,1571565.9,93.085
589,599,2794,24.09,31.67,0.05,28.94,109.25,9038402.7,35.0
590,766,2079,33.54,38.9,0.05,67.22,12.33,7605508.3,35.0
591,344,532,24.03,35.66,0.979,71.83,0.0,1365217.2,79.733
592,688,142,24.62,33.97,2.256,66.84,166.95,618599.2,100.0
593,291,1955,25.4,30.16,1.393,86.45,170.97,6507691.0,37.522
594,753,2208,34.28,38.35,0.18,73.85,35.82,5271583.6,47.047
595,33,2229,18.41,27.42,1.217,37.52,0.0,7437727.4,35.0
596,1041,2255,25.11,35.22,1.135,71.98,81.92,5808357.1,52.012
597,1274,376,34.77,46.34,0.989,85.37,65.05,911491.8,95.703
598,762,1916,25.99,29.24,1.66,74.08,47.61,5036760.4,39.053
599,1327,2996,28.8,36.78,1.321,30.15,45.39,14194291.9,35.0
600,1263,1265,41.54,48.25,0.975,99.0,6.0,5795330.5,39.003
601,642,953,31.84,39.58,0.426,66.36,121.79,3695873.7,70.899
602,1746,2368,37.35,42.68,0.399,71.83,172.2,5518580.9,40.197
603,981,618,28.39,42.81,0.05,35.86,0.0,1758272.8,81.91
604,300,634,33.51,46.21,0.05,86.39,25.03,1927523.3,80.763
605,922,928,36.93,38.59,0.818,45.47,90.44,3522036.4,65.754
606,1168,905,38.17,39.59,1.167,82.25,29.3,1984707.5,78.053
607,481,2003,29.76,40.62,0.424,52.68,57.91,9590989.5,35.0
608,558,565,23.48,35.56,0.237,52.86,2.86,2620308.8,66.68
609,1379,1528,22.02,32.93,0.768,85.91,0.0,6955565.9,35.0
610,1101,1184,28.8,33.32,1.855,46.47,0.0,3414494.2,68.47
611,840,1308,35.4,45.63,0.703,45.86,38.79,6207485.2,44.542
612,1018,1451,32.23,43.93,0.622,56.39,87.89,5324686.2,50.602
613,1115,1315,33.81,45.36,0.209,77.07,7.38,5104012.0,45.607
614,195,2515,41.45,46.64,0.208,52.0,29.64,9666884.9,35.0
615,704,2217,32.11,37.71,1.154,78.02,0.0,7232301.0,35.0
616,855,2022,30.44,34.66,0.492,42.94,63.69,8878428.5,35.0
617,557,1887,37.83,39.66,0.428,57.67,17.74,8774820.9,35.0
618,402,1113,34.07,44.63,0.316,80.28,37.17,4719314.4,57.3
619,603,1608,29.78,34.9,1.166,64.22,63.32,6386186.9,35.0
620,1177,2613,33.39,36.54,0.88,71.68,98.19,9757418.3,35.0
621,1683,2609,35.92,45.27,0.197,77.94,37.36,5764626.7,49.309
622,236,2681,31.48,41.45,0.452,40.82,179.98,6358452.2,35.494
623,1195,208,33.05,46.42,0.072,62.76,65.67,674678.0,85.657
624,1559,219,36.75,44.42,1.043,56.46,0.0,506422.0,87.131
625,472,2990,23.67,29.46,0.895,54.84,112.65,13952683.9,35.0
626,1546,1969,35.61,45.18,1.077,70.77,34.94,7959619.1,35.0
627,993,2859,38.05,48.58,1.027,63.42,0.0,11210201.5,35.0
628,743,2056,35.53,40.76,0.39,91.12,111.68,4338978.7,56.802
629,686,2271,32.84,50.98,0.914,76.93,0.0,4904187.1,51.916
630,707,2246,35.85,36.74,1.204,99.0,0.0,6860807.1,35.0
631,340,2633,15.9,25.68,1.491,71.55,96.79,9602403.1,35.0
632,784,2986,36.78,36.83,0.05,49.77,0.0,13848105.2,35.0
633,1997,1415,33.61,39.41,0.696,29.9,23.42,5485095.1,37.753
634,1052,1995,28.41,37.56,1.401,63.28,75.41,7034933.9,35.0
635,1551,2499,32.32,40.43,0.618,59.09,9.35,10369901.8,35.0
636,519,935,26.81,42.39,0.572,49.25,0.0,3892175.5,64.422
637,1007,517,24.62,39.87,0.589,60.16,164.98,1496778.1,95.043
638,1254,1670,26.33,26.94,0.633,85.6,97.91,5228739.0,47.142
639,1297,1723,32.58,41.25,0.322,80.61,0.0,7505409.8,35.0
640,227,119,29.95,36.1,1.422,73.5,62.18,435938.6,87.267
641,1153,140,31.17,32.33,0.474,85.65,0.0,580528.5,100.0
642,1225,1929,27.98,28.55,1.071,76.9,0.0,7372939.6,35.0
643,1966,878,33.92,44.0,1.321,32.26,0.0,1866708.7,85.989
644,1491,2536,36.7,49.3,0.277,69.29,0.0,5281582.3,49.429
645,310,2530,33.4,39.02,1.956,58.75,60.6,11115488.1,35.0
646,1130,1924,37.22,47.56,0.767,84.99,253.08,6901449.2,35.0
647,1128,1804,26.4,33.29,0.05,43.69,8.58,3658518.7,66.779
648,642,1706,25.63,39.13,1.476,65.51,14.6,8491403.7,35.0
649,1206,785,28.5,37.33,0.335,72.39,12.4,3538841.7,67.452
650,1603,485,27.74,31.89,0.71,54.88,0.0,1505979.9,90.89
651,500,1394,34.63,40.97,0.964,60.16,85.08,3102836.7,70.384
652,1724,92,28.77,29.21,1.105,82.38,252.27,397291.7,87.371
653,1224,2407,31.21,35.97,0.695,29.38,124.11,6410001.3,35.0
654,1675,522,28.32,36.28,1.088,90.9,108.62,2088670.4,73.32
655,824,1165,36.05,48.35,1.189,38.82,0.0,5503268.6,48.404
656,1536,1762,37.89,50.69,1.523,46.33,88.61,3846225.8,57.371
657,1964,2569,32.76,48.84,0.906,99.0,64.2,9963370.5,35.0
658,1981,511,26.12,39.24,1.495,85.38,21.02,1225775.6,92.257
659,237,2619,32.21,48.11,1.338,60.77,116.3,8820673.0,35.0
660,754,2636,28.7,39.0,1.804,72.81,86.36,5316280.4,51.085
661,1659,1208,40.31,47.35,0.832,49.42,107.33,5493013.9,45.279
662,747,162,29.08,39.19,0.988,66.05,61.02,519927.6,94.795
663,1663,1030,46.26,49.45,0.05,47.77,41.74,4898429.0,49.958
664,84,589,25.85,32.87,0.788,36.48,0.0,2690831.5,74.886
665,260,1739,18.96,21.03,1.198,14.98,147.97,5296784.1,49.54
666,130,393,49.25,50.34,1.217,32.45,84.14,1538610.9,78.624
667,1500,633,21.31,34.28,0.554,39.75,177.59,1511447.8,83.364
668,1244,300,29.49,37.97,1.716,72.88,64.1,948034.8,95.378
669,944,51,27.63,33.37,0.468,39.76,0.0,150629.5,100.0
670,105,394,33.41,40.76,0.511,68.26,10.33,1079846.7,94.034
671,1740,590,24.2,26.32,0.934,94.04,66.25,2263385.6,78.438
672,1471,1012,33.64,37.58,1.127,46.94,0.0,2883286.6,70.901
673,1109,1381,34.58,42.77,0.279,47.37,132.07,4175185.7,50.749
674,1702,1974,19.75,27.16,1.168,40.94,89.89,6270639.2,35.113
675,473,2972,32.08,46.56,1.664,72.02,25.87,10650011.0,35.0
676,1380,635,34.54,51.08,0.763,40.8,0.0,2869795.4,73.582
677,1086,1483,34.98,42.35,0.36,57.78,0.0,7369483.3,35.0
678,598,484,23.69,30.75,1.461,55.63,0.0,1014941.5,93.077
679,573,508,33.86,44.74,0.108,47.66,0.0,1345152.2,95.887
680,1145,1553,14.44,30.67,0.263,99.0,0.0,7336060.4,35.0
681,1645,715,23.56,26.07,1.266,77.81,194.96,2643887.5,75.134
682,869,159,26.89,36.74,1.41,82.84,0.0,611954.7,86.626
683,392,653,26.64,41.61,0.984,68.14,29.02,1522939.9,84.69
684,218,2660,28.71,37.3,0.379,72.9,166.17,5915544.5,35.151
685,362,132,41.99,54.0,1.367,60.24,27.09,551950.8,92.311
686,407,2262,32.46,39.62,0.715,68.06,121.35,10214943.1,35.0
687,445,2907,17.49,24.95,1.669,95.14,78.43,14456770.9,35.0
688,652,2423,26.91,32.2,0.05,88.17,0.0,10098062.0,35.0
689,910,2553,42.56,43.92,0.587,46.38,129.07,6275481.0,35.0
690,159,1617,39.69,49.87,1.202,17.0,44.66,7431280.9,35.0
691,768,593,22.79,37.64,0.947,51.18,52.73,2021221.9,68.59
692,552,1310,18.35,24.83,1.406,38.87,68.33,6081555.5,41.51
693,1758,1931,35.13,37.82,0.667,56.8,38.89,6371472.9,35.401
694,232,1548,38.94,43.62,0.887,61.52,44.96,7132601.1,35.0
695,492,656,26.27,31.77,1.528,82.89,66.69,1714406.3,77.722
696,527,909,35.42,40.65,1.691,59.31,51.64,2290662.2,75.867
697,312,428,35.36,40.71,0.724,65.19,119.17,1027220.4,90.015
698,936,2389,28.97,31.71,0.178,55.45,140.87,4795282.5,50.089
699,262,2186,37.53,42.12,0.503,97.65,69.29,9346598.4,35.0
700,1055,1626,31.32,43.02,0.104,65.22,0.0,4916562.9,54.9
701,844,2359,26.11,34.32,0.112,72.72,140.51,5683739.0,45.049
702,653,371,33.22,53.63,0.726,62.86,109.49,1692870.4,85.624
703,1407,2737,45.43,55.92,0.107,70.07,0.0,9322021.6,35.0
704,252,921,26.72,40.67,0.862,54.93,0.0,3146243.6,66.748
705,210,2152,26.64,40.92,0.369,60.72,0.0,9825892.1,35.0
706,1604,1234,37.59,39.8,1.14,86.99,56.26,4036272.1,52.404
707,1398,2284,26.81,31.13,1.386,40.31,29.79,6312157.5,45.046
708,563,2973,29.27,35.53,1.409,69.31,165.15,6055219.1,39.347
709,391,1153,18.99,28.5,0.05,87.6,52.42,4979791.1,40.16
710,523,187,24.09,36.84,1.013,60.77,101.31,795932.0,95.36
711,1284,2208,26.52,40.75,0.687,79.53,108.74,4710486.3,47.166
712,313,2998,32.09,39.05,0.821,55.58,22.29,14921494.3,35.0
713,1017,1373,33.75,50.23,0.53,67.27,0.0,6421409.4,35.0
714,1442,1578,29.65,36.09,0.263,78.1,0.0,4481414.4,61.549
715,196,2527,26.78,36.47,0.758,39.81,80.83,11690697.3,35.0
716,960,1090,22.4,26.29,1.233,84.51,0.0,3820611.0,57.827
717,609,2112,27.39,34.39,0.122,53.33,190.65,9024244.7,35.0
718,723,2471,23.92,37.36,0.715,99.0,42.37,4967908.3,49.499
719,677,1565,29.71,43.65,1.379,44.59,149.37,4385360.8,40.309
720,1113,101,39.23,48.59,0.923,81.21,137.43,464396.2,96.867
721,629,79,37.44,45.07,0.82,95.99,179.75,187716.2,98.845
722,1882,772,31.89,38.61,0.999,64.61,0.0,1573031.5,91.409
723,1057,1769,37.73,49.61,0.634,78.6,56.24,6612946.7,35.0
724,994,410,38.74,49.59,0.95,67.95,0.0,1073495.5,88.253
725,214,344,26.73,33.74,0.671,53.09,22.68,1708890.8,83.497
726,603,1586,29.83,34.76,0.339,83.19,16.42,4753772.5,49.476
727,1656,2556,29.76,41.23,1.071,99.0,150.09,11589679.1,35.0
728,1288,1554,35.84,41.61,0.865,53.34,81.84,3276124.4,69.057
729,309,2668,18.43,20.61,0.112,49.11,83.15,12427344.8,35.0
730,1190,1380,33.65,42.49,1.46,81.55,80.09,4179691.3,57.218
731,1157,1692,36.92,51.2,0.05,90.4,0.0,5892350.2,39.134
732,1180,1837,33.9,44.62,1.432,57.2,46.83,7128146.4,35.0
733,829,2529,30.03,33.69,0.645,62.73,0.0,6039069.3,35.0
734,660,151,29.01,36.98,0.05,73.31,13.92,688899.9,92.704
735,1236,2932,27.77,30.8,0.377,87.54,169.0,9049229.8,35.0
736,1920,329,19.44,21.03,1.094,29.92,14.26,674607.4,92.898
737,1211,2734,35.07,44.21,0.412,65.68,80.65,7463999.8,35.0
738,1200,2734,26.85,33.91,0.714,46.86,151.27,12191577.1,35.0
739,204,1769,34.32,36.94,0.713,63.96,99.89,6445917.3,35.0
740,577,1172,30.38,45.12,1.15,66.47,47.41,3936839.8,53.661
741,505,2546,38.51,48.08,0.375,62.94,90.77,10993829.3,35.0
742,1905,516,27.85,34.04,0.05,66.4,35.5,2228334.2,74.454
743,1371,1301,33.32,40.35,0.46,46.21,2.55,4560544.2,56.778
744,1183,610,20.03,31.31,0.515,49.93,0.0,1281126.5,89.579
745,1478,94,36.43,37.19,1.98,99.0,0.0,260606.5,93.087
746,1833,528,34.87,42.42,0.253,61.9,91.18,2625107.1,69.196
747,533,1823,29.18,35.58,1.129,96.91,96.39,5674648.5,50.395
748,679,461,19.67,30.95,0.148,91.88,195.65,1222703.5,86.981
749,202,1008,27.01,30.66,0.626,56.62,23.99,3719959.9,55.321
